regulatoryGene	targetGene	weight
ATF4	AUTS2	0.101236612923815
AR	APOOL	0.101171109311618
ARID3A	ATG9A	0.101115340883764
ATF4	ACYP2	0.101006952864043
BBX	ATF7IP2	0.100955394621576
ATF1	APOC1	0.100857796318754
ATF1	AKIP1	0.100844961980907
ATF6	AHSA1	0.100738502605094
ATF4	BAG5	0.100592798198108
ATF4	AC007566.10	0.100462901668707
ARID3B	BCKDHB	0.100176346604179
BBX	AP1M2	0.100135415750925
ATF4	ATP2A2	0.100068429706698
ATF6	ARF5	0.0998475825518523
ATF6B	ANKRD10	0.0997095236439258
ATF1	ARFGAP1	0.0996982345116999
ARNT2	ADD3	0.0995779527375031
ATF4	AIM1	0.0995450035346962
ATF2	ANK2	0.0995111369241668
ATF1	AP3D1	0.0994566766529532
ATF4	B3GNT5	0.0994385939180769
ATF6	ASAP1	0.0993383363213793
ATF4	AP2S1	0.0993091191938749
ATF6	ACVR2B	0.0992521810096519
BACH1	AC005062.2	0.0992355290994878
ATF1	ADCY2	0.0990441298125341
ATF4	ACADVL	0.0990283537723099
ARID3A	AC005062.2	0.0989258488903879
ATF6B	ARRDC1	0.0989070895055041
ATF3	ADGRL3	0.0988489874961218
ATF6	ATG13	0.0988157459180249
ATF1	ABL1	0.0987575498579888
ATF6	ADAR	0.0986984247079856
ATF6	ADO	0.098635510740879
ATF2	B4GALNT4	0.0986168509833111
ATF3	ATP9B	0.0986141506215842
ARID3A	ABI2	0.0985679600002799
BBX	ARID4B	0.0985667956136529
ATF4	ARGLU1	0.0985384654657649
ATF1	ARID4A	0.0984997486924888
ATF4	APELA	0.0983200191776599
ATF1	APTR	0.0980236986667138
ARNT2	AEBP1	0.0980171332286311
ATF4	ADAL	0.0979470116426724
ATF6	AP3S1	0.097860097267738
ATF4	ARNT2	0.0978574601277663
ARNT2	AURKB	0.0977601132292085
ATF4	AGK	0.0977597948980853
BACH1	B4GALT7	0.0977444174903353
ATF6	ACSS3	0.097718078301647
ATF6B	ATP5G2	0.0974192972691964
ATF2	BCKDHB	0.097083414695407
ARID3B	AGPAT1	0.0969370026449312
ATF4	ATXN10	0.0969257961415264
ARID2	AC012358.8	0.0968680600081464
ATF6	B3GNT2	0.0968671124811187
AR	ATL2	0.0967910336325092
ARID2	AFF4	0.0967709657056075
ATF4	ARHGEF26	0.0966193207046982
ATF3	AC012146.7	0.0965092693753223
BBX	AC074363.1	0.0965018994843334
ARNT2	AARS	0.0964611527439144
ATF6B	ATP2B1	0.0964134601652057
BBX	ARHGAP12	0.0964029345209744
BACH1	ADAM22	0.096298066168829
ATF6B	ATG12	0.0962617372570509
ATF1	ATP1A2	0.0962430132864796
BBX	AGPAT2	0.0961767686232297
ATF3	AIFM2	0.0960838948226819
ARID2	APMAP	0.096015704702961
BACH1	ARID2	0.0959882330994179
ARID2	ACSL4	0.0959445154240436
ARNT2	ATG3	0.095684071206753
ATF4	ADIPOR2	0.0956608365310963
BBX	AK6	0.0956506272052628
ATF4	ACOT7	0.0955352893365991
ATF1	ANXA3	0.0954274310870472
ARID3A	ACOXL	0.0954227173416394
ARID3B	AC004980.7	0.0953206103871697
ARID3B	APBB2	0.0952123316690072
AR	BAZ1B	0.0951961927387241
ATF2	AKIP1	0.0951604898817713
ATF4	ARF6	0.095116584415237
ATF1	AGGF1	0.0948786446446952
ARID3A	ARHGEF10	0.0948737160704255
ATF2	AHI1	0.0948638155614231
BBX	ARHGEF19	0.0948456058270447
ATF4	ALPL	0.0948032571327373
ATF1	ACTR6	0.0947948634451845
ATF6	ANAPC7	0.0947412023172195
ATF6B	B3GNT2	0.09469396909491
ATF6B	ATP5B	0.0946459882685645
ATF6B	ADRM1	0.0946384128669822
ARID2	BAG6	0.0945173737132262
ATF6	ACTR1A	0.0943989852224075
ARID2	AGAP1	0.0943842220742175
ARID2	AC006994.2	0.0943256851254409
ATF4	ATP9B	0.0942915162355119
ATF1	ATRX	0.0942879532435055
BACH1	ARGLU1	0.0942196487853346
ATF6B	ADA	0.0941377370641215
ATF6B	ATG13	0.0940112940189952
ATF6B	BCAP31	0.093990594333949
ATF6B	AC005682.5	0.0938975134114337
ARID2	APOE	0.0938175711175434
ATF6	APP	0.0937156374880019
ATF4	AGBL3	0.0937104138626046
ATF1	AURKB	0.093703474652279
ATF4	ATP5G1	0.0936295416148151
ARID3A	APMAP	0.093572851795408
ATF4	ARF1	0.0935240139664451
BACH1	BCAP31	0.0934550862293822
ATF4	ARHGEF9	0.0933971308295619
AR	ATP6V1E1	0.0932970252066833
ATF2	BCAT1	0.0930965976561812
AR	BCAP31	0.093042060024762
BACH1	AREL1	0.0930001857105955
ATF4	ARID3B	0.0929790167464988
ATF6	AVL9	0.0929067335072005
ATF1	ANAPC1	0.0928394230753543
BACH1	AC007969.5	0.0927590418175578
ATF4	ANXA11	0.092721372636479
AR	ATXN2	0.0927102101993957
ARID2	AGPAT5	0.0926897770377064
ARNT2	AKR1B1	0.0926472779803987
ARNT2	ATP5F1	0.0925767479827217
ATF2	ASRGL1	0.0925334806239202
ARID3A	ALDH1A1	0.0925251514353666
ARID3B	ARID4A	0.0925077771059122
ATF2	AC090498.1	0.0924323935566122
ATF6	AASDHPPT	0.0923836015818236
AR	AIFM2	0.0923794421374706
ARID3A	ATP6AP1	0.0921480720714931
ARID3B	AP000769.1	0.0921182877480539
BACH1	ACTR2	0.0920205749963361
ATF1	ANKS1A	0.0920005853259143
ATF4	ANOS1	0.0919965528572234
ARID3B	ABT1	0.0919637197304126
ARID3A	AFF4	0.0919347387359107
ARNT2	B4GALT4	0.0918744513870596
ARID3A	ADCY1	0.0914515450059929
AR	AC012146.7	0.0914276213115887
ATF4	ANXA7	0.0912980223847921
BACH1	AC011043.1	0.0912756334612703
ARNT2	ADAMTS19	0.0911123108755
ARID3B	AHI1	0.0910347104229399
BACH1	ATP11A	0.0910129884692602
ATF1	BAIAP2L1	0.0909979043664599
BACH1	B3GNT7	0.0909380639235891
BBX	ARFGEF3	0.0908445382225087
ATF6B	BAZ2B	0.0908114415337693
ATF4	B4GALT5	0.090785698996393
ATF6B	ABCF1	0.0907320079953381
ATF1	ACTR1A	0.0907060647373332
BACH1	ASS1	0.090503421947561
ARID3B	ANO10	0.0904977832350163
ATF4	ATR	0.090403961620039
ARID2	ARAP1	0.0903561312197221
BACH1	AC007204.2	0.0902962092529455
BACH1	ARHGAP35	0.0902447952375116
ATF4	ASCC2	0.0901270412836999
AR	ARFGEF2	0.0900943953652725
BBX	ARHGEF11	0.0900603353889705
AR	ATG4C	0.089997409248266
AR	ABCA5	0.0898548953172598
ATF4	ANP32E	0.0898190474858394
BACH1	ATF6B	0.0897953367875201
ATF4	ADRM1	0.0897886850891702
ATF2	ALG13	0.0897292352785989
ATF4	APRT	0.0895730068381464
ATF4	ATP6V0E1	0.0895011464769523
ATF6	ATP11C	0.08940184134575
ATF4	ACVR2B	0.0893369911492685
BBX	ATP6V1H	0.0893206991831287
ATF1	AC074363.1	0.089299337516663
ATF4	AC069277.2	0.0892720306141303
BBX	ACOT8	0.0891953812628733
ATF4	ACOXL	0.0891464440131946
ATF6B	BCCIP	0.0891463820707424
ARID3B	ADCY2	0.0890743086988714
ARNT2	ADCY2	0.0890642529827136
ARID3B	ANGEL2	0.0889922111961196
ATF4	ACTR2	0.0889425013297311
ATF4	APEH	0.088937680516796
ATF6	ATP11A	0.0889093452310188
ATF4	ADRBK2	0.0888076863027408
ATF6	ADAM12	0.0887794153163474
ATF6	AKAP9	0.088735236397913
BACH1	ATP5B	0.0886564228123018
ATF1	ARHGAP35	0.0886272526125867
ARID3B	ATP6V1C1	0.088537128418502
BBX	ARID4A	0.0885141034259048
ATF4	AC090498.1	0.0884444704871347
ATF4	AMMECR1	0.0883687622070572
BACH1	ADCY3	0.0883114126073932
ARID3A	ANKS3	0.0882811343098442
ARID3B	ACTB	0.0882281554516574
ATF2	ADH5	0.0882137066197529
ATF4	ARL8B	0.0882118898150452
ATF6B	ARFGEF2	0.0880604546356992
BACH1	ACTA2	0.0880397089356742
BACH1	ADSL	0.0880082208712457
ATF1	AREL1	0.0879871142935943
ATF6	APH1B	0.0879812819628767
ATF1	ATXN2	0.0879755685743486
BBX	AKR1B1	0.0878851729501254
ATF2	APOE	0.0877998203905651
ARID3B	B3GALT5-AS1	0.0876488739678419
ATF6	ATP5B	0.0876427058069279
ATF1	ASS1	0.0875215218991215
ATF3	ATG4C	0.0874059445453159
ARID3B	ATP5J	0.0873727743632377
ATF4	ALDH18A1	0.0873727106333017
ATF1	ATF6B	0.0873150422169454
AR	ATM	0.0872958521985085
ARID2	ADIPOR1	0.0871594795695352
ATF1	BANF1	0.0871174642998241
BBX	ATL2	0.0870208496961219
ATF4	ASL	0.0869791415778777
ARID2	APLP2	0.0869611162773296
ARID2	ADM	0.0869025735919043
ATF1	AC005062.2	0.0868261537388362
ATF6	ALG1	0.0866947397521984
ATF2	AK4	0.0866630439821136
ATF6	ACD	0.0866549090708408
BACH1	APOE	0.0866284919343987
ATF4	AC074363.1	0.0866173883333247
BBX	AC005609.16	0.0866173870839898
ARID3B	ABCF1	0.0866061778710832
ATF4	ALG11	0.0865900562424415
ATF1	AKAP8	0.0865780988850606
ATF3	ACAP2	0.0864993478391086
ARID3A	ALMS1	0.0864783003059177
AR	ANP32B	0.0864379798950593
ATF2	AQR	0.0863189358737777
ATF6	ACTN1	0.0863102299291508
AR	ATP2A2	0.0862433215825814
AR	AKAP12	0.0862254408988009
ATF6B	ARF5	0.0862232015405264
ATF1	ARF1	0.0862215938386836
ATF1	ADA	0.0861316755766424
ATF1	AC011043.1	0.0860643667027014
ARID3B	ATP1A2	0.0858668760424995
ATF4	ALKBH7	0.0858638985490583
ATF1	ACTA2	0.0858058841513137
ARID3B	ANAPC7	0.0856786524552025
ATF6B	ADO	0.0856583482100973
BACH1	AGL	0.0856581002849392
AR	ARL1	0.0856240683851874
BBX	ALG1	0.0855925874174027
ATF6	ARL6IP5	0.0855357712944784
ATF6B	ATG4C	0.0854430584899497
ATF6	ADGRL1	0.0853506380496119
ARID3A	ATF4	0.0853402221073706
ARID2	ATP5G1	0.085326072012746
ARID2	ATG3	0.0852851584402985
ATF3	APBA3	0.0851887985086953
ATF1	ADCY3	0.0850919344756344
AR	AAAS	0.0850242522947199
ATF1	ATG12	0.0849381982632163
ARID2	ACP6	0.0848813414781574
ATF1	ATP5B	0.0848118250050756
ATF4	ATE1	0.0846447406459067
BBX	AIP	0.0845721773527968
ATF6B	AC005062.2	0.0845378238394351
ARID2	ADRBK2	0.0845086607532299
BACH1	ARRDC1	0.0844918924335422
ATF6	ANAPC1	0.0844702073399157
ARID2	ADAM12	0.084465661150825
ATF4	ADGRA3	0.0843001668358822
ATF6B	ARL6IP5	0.084228113633477
ATF4	AFTPH	0.0841804029476565
ARID2	AGPAT1	0.0841443086664503
ARID3A	ARGLU1	0.0841354091834585
ARID2	APELA	0.084109513055401
ATF1	ATP6V1C1	0.0840754935530485
ATF2	AKAP9	0.0840555981968812
ARID2	ARPC2	0.0840359249328796
ATF2	B3GALT5-AS1	0.0840310110194212
ATF1	AGPS	0.0839903613477071
ATF3	ACSL4	0.0839399457505816
ATF6B	ANGPTL4	0.0838962801863569
ATF1	AC024560.3	0.0838509800117841
ATF3	ARFGEF2	0.0837856779738234
ARID3B	ANKS3	0.0837658583762348
ATF1	ALG3	0.0837580740744843
ATF2	ADAMTS8	0.0836650859466296
AR	ALG3	0.0836075934558518
ATF1	ABCE1	0.0836047120715689
ATF1	ARRDC1	0.0835933135286235
ATF6	AGO3	0.0835766968982947
BACH1	ANAPC5	0.083536191365144
BACH1	ARL8B	0.0835130705387316
ARID3A	ADRBK2	0.0832810757808279
ARID3A	ADCY3	0.0832450863500617
BACH1	AQR	0.083231386060038
ATF6	ATAD5	0.0830589734220887
ARID3A	ANKRD50	0.0829919532711031
ARID3A	ADCK3	0.0829711645649737
BACH1	AGPS	0.0829192035211009
ARNT2	AKAP9	0.0828955538701857
ARID3A	BASP1	0.0828844175505903
ARID3A	ACTA2	0.0828459017587267
ATF6B	AMBRA1	0.0828347424194981
ATF6B	ACSS3	0.0827799694969706
AR	ARPC5	0.0826243827534068
ARID3A	ASS1	0.0824446273898464
ATF1	AURKAIP1	0.0823260571110225
ATF6	ATP5D	0.0822762164579841
AR	ABRACL	0.0822138931830172
BACH1	B3GNT2	0.0820945126863739
ARID3A	ARHGAP35	0.082047744027207
ATF1	ATP5G3	0.081902852315426
ARNT2	ADGRL3	0.0818921388966367
ATF1	AC116614.1	0.0818623836285366
ARID3A	AREL1	0.0817877378812685
BACH1	AP3M1	0.0817386099236691
ATF6	ARHGEF7	0.0816639236885622
ARID3A	AC011043.1	0.0816352235277583
ATF6	ADCY2	0.0815178548234047
ATF3	ARRB2	0.0815126704062564
ATF1	ACTB	0.0814684326858344
BACH1	ANOS2P	0.0814369563647392
BACH1	ATG13	0.0813926679731157
ATF1	AC007204.2	0.0813862404262626
BBX	BAZ1B	0.0812942580883025
ATF3	APTR	0.0812932704726735
ATF4	ABLIM1	0.0812090045006646
BBX	ANP32A	0.0811994641136665
ATF6	AP1M2	0.0811951412602237
ATF6	AASS	0.0811202223852098
ATF6	ANOS2P	0.0810985096182902
BACH1	ACBD6	0.0810825832506585
BACH1	ADA	0.0810782597134099
ATF6B	ACTG1	0.08105153950005
ATF6	ACIN1	0.0809866330058176
ARID3A	ADA	0.08097521802354
ATF1	ANO10	0.0808713184036474
AR	ANKMY2	0.0808127217353796
ATF2	ADCY2	0.0807743494982812
ARID3B	ATP6V0E1	0.080597194816453
ATF4	B4GAT1	0.080517443194537
ATF2	AP1S2	0.0804438403258184
ARID3B	ATP5D	0.0804342302803008
ATF1	ALPL	0.0803616899208985
BBX	BARD1	0.0803332979381344
ATF3	ATG16L2	0.0802885052929502
ATF6	AARD	0.0801934916103909
ATF4	ARIH2	0.0801196270966492
ATF2	ACP6	0.0801013607706846
ATF1	AASS	0.0800991092833842
BBX	ATG101	0.0800510108333765
ATF6	AC093627.9	0.0799403718575066
ATF4	ADCY3	0.0799165995192555
ATF1	AKT3	0.0799045778936788
ARID2	ATP5A1	0.0798783337866027
BBX	ALDH9A1	0.0798520225227253
ARID3A	ARRDC1	0.0798438341750392
ATF1	ANGPTL4	0.0797319993655148
ATF4	ASS1	0.0795503897772757
ARID3B	ANKRD10	0.0794875520359389
BBX	ACADVL	0.0794538274462643
ATF3	AGO1	0.0793666350411062
AR	AGPAT5	0.0791837760168055
BBX	ATP1B1	0.0791675093659493
ATF6	ANKRD10	0.0791632370496176
ATF3	ASPH	0.0791191859535768
ARID3B	ATP5A1	0.0790783533379919
ATF4	ACTA2	0.078995704585668
ATF6	ATP5F1	0.0789889146170752
ATF1	AHCYL1	0.0789784948320849
ATF4	ABRACL	0.0789508457010603
ARID3A	ATP6AP2	0.0789344323605651
BBX	ALG13	0.0788853816416058
BBX	ATG13	0.0788156263413543
ATF1	ARRB2	0.0787615335914843
ATF4	ASF1B	0.078759640441795
BBX	ASCC3	0.0787093872141485
ATF6	ANKFY1	0.0786970094831353
ATF1	ACSS3	0.0786233913157594
ARID3A	APOO	0.0786010388245622
ATF4	ALG8	0.078550444085128
BACH1	APMAP	0.0783458164258353
ARID3B	ATG14	0.0783447386777675
BACH1	ACTN1	0.0782288201809272
ATF3	AKIRIN1	0.0781848153502906
AR	ARL8B	0.0781735653235638
ATF1	ADO	0.0780394607094324
BBX	ABCC5	0.0780085431503177
ATF6	ARL3	0.0779768869416229
BACH1	ADAM12	0.0779236544926431
ATF1	ANK2	0.0779222133538157
ATF6B	ANKFY1	0.077920451828605
ARID3B	BARD1	0.0779155284265276
ATF4	ANXA2	0.0779036926005845
BBX	ADNP2	0.0779006844675114
ATF2	ATM	0.0778289359521399
AR	ALDH9A1	0.0777427038524023
BBX	ATM	0.0777217785749117
AR	APTR	0.077674796218681
ATF4	ASIC2	0.0776743946094416
ARNT2	ARL6IP5	0.0775395148675742
BBX	ASF1A	0.0774892858527928
BACH1	ATG9A	0.0774542207001912
ARID2	ATP1A2	0.0773891888434842
ATF6B	BAG4	0.0773044655633787
ATF4	AC011043.1	0.0772497215100713
ARNT2	BCCIP	0.0772076858579021
AR	ACYP1	0.0771867641003183
ATF6	ACP6	0.077179257538292
ARID2	BCAT1	0.0771247121447849
ARID2	AP000769.1	0.077070249792918
ATF4	AKAP13	0.076914813056443
ATF6	AZI2	0.0767245227358126
ARID3A	ATF6B	0.0766309338222998
ATF1	ARF5	0.076622258110908
ATF4	ARHGAP35	0.0765669621601757
ARNT2	AGO1	0.0765467943373863
BBX	AP3D1	0.0764835626622743
ARNT2	AIMP1	0.0764007537990843
ATF1	ATPAF1	0.0763052805720095
BACH1	ANP32A	0.0762728054443251
BBX	ATP5E	0.076243207104513
ATF6	ASPSCR1	0.0762221791505643
ARID3A	ARL10	0.0762144005819766
BACH1	ACSS3	0.0761954389668523
ATF6	ABRACL	0.0761363749774249
ATF1	ARIH2	0.0761305044196494
ARID3A	ACSS3	0.0760812543163251
BACH1	ADO	0.0760158285336911
ATF1	ATG13	0.0760139602571258
ATF4	AK4	0.0759943074819965
ATF6	ARFGEF3	0.0759862954494908
BACH1	ATP5G2	0.0759438619904645
ARID3B	AKAP1	0.0757965062276644
ARID3A	ATP1A2	0.0757881160231096
BACH1	ATAD5	0.0757687873213523
ATF6	ATP5G2	0.075766710993186
ATF4	APOE	0.0757389013749001
ATF6	ADAMTS8	0.0757283901481589
ATF1	BAP1	0.0756269790155235
ATF1	ADCK3	0.075587983032239
ARID2	ARF1	0.0755001242162176
ATF6B	AGL	0.075445754963164
ATF1	ATAD3A	0.0754102956222266
ATF6B	ACADVL	0.0753705814292693
BACH1	ANGPTL4	0.0753512813984699
ATF4	API5	0.0753491563982915
ATF6B	ANKS6	0.0753315739578657
ATF6	APBB2	0.0752495624569415
ARID2	ATF6B	0.075198944109972
ATF3	ABCF1	0.0751852750367212
ATF4	ASAP2	0.0751314314400993
ARID2	ANOS1	0.0751228018048335
AR	AGO2	0.0749472804466238
ATF6	BCCIP	0.0749444084639737
ATF3	ABHD2	0.0749396329091309
ATF1	ADPGK	0.0749282531897155
BBX	ASXL2	0.0748211259482777
ARID3B	ANAPC5	0.0747934376122153
ATF4	ARHGEF19	0.074664063390942
ATF1	BCKDHB	0.0746617875446496
ATF1	ALDH18A1	0.0745805494252089
BBX	AP3S1	0.0745602520380876
ATF1	AKAP1	0.0744695548119525
ATF6	ACOT8	0.0743942692355241
BACH1	BAZ1A	0.0743439288215419
ATF4	ACTN1	0.0743205116134494
ATF2	ARGLU1	0.0742206698226603
ATF6	B2M	0.0741950483338116
ARID3A	ANGPTL4	0.0741601570483803
ATF1	B3GNT2	0.0741533904393556
ATF4	AHSA2	0.0741312424361281
BACH1	ARF5	0.0740835463403569
ARID3A	B4GALT7	0.0740651802721443
ATF1	ADAMTS16	0.0740364795734086
ATF1	ARPC5	0.0739490121124888
ARID3A	ARF5	0.0739024343040267
ARID3A	ADO	0.0738842462654401
ARID2	ATP6V1H	0.0738765452608405
ATF6B	ADAR	0.0738185391105357
ARID3A	AC007204.2	0.0737213793689163
ATF6	AFG3L1P	0.0736734583840796
ATF1	ALCAM	0.0736321354270246
BBX	AC024560.3	0.0736094067922809
ATF6	ATAD2	0.0735327457971562
ATF6	APOA1BP	0.0734979586910967
AR	ARRB2	0.0734974575650657
ATF6	AP000688.29	0.0733881029954443
ARID2	ARHGAP35	0.0733735272075509
ARID3A	BAG6	0.0733701307329731
BBX	ARHGAP11A	0.0733615878055922
ATF4	BAZ1B	0.0733113354550238
ARID2	BCAP29	0.0732818720015844
ATF1	AKR1A1	0.0732486193184446
AR	ATP5A1	0.0732014336629432
ARID2	ATP5G2	0.0731850831347731
ATF1	ARID4B	0.0731435493593931
ARID3B	APRT	0.0730864238894022
ARID2	ALKBH7	0.073049584469862
ATF4	ANK3	0.0729941817504424
ATF6	AKAP12	0.0729628155166542
ARID2	ATP2A2	0.0729292327351138
ATF6	ADGRL3	0.0728510050273548
BBX	ATPIF1	0.0727768859791493
BBX	ATAT1	0.072735855669567
ARID3B	ASPH	0.0727078271601088
ARID2	ADCY3	0.072686302401769
ARID2	ACTA2	0.0726831311776022
AR	ATG16L2	0.0726755226179234
ATF4	ATP5D	0.0726611269718255
ARNT2	ATF6	0.0726047678060017
ATF6	ATP1A2	0.0725896578726398
BACH1	ACTR3	0.0725758569703012
ATF4	ATP5H	0.0725107727049255
ARID3A	AC013461.1	0.0723041818544665
ATF6B	ADCY2	0.0722667461761851
ATF1	ATP5L	0.0721593048395537
ATF4	ATXN2L	0.0721192368590488
BACH1	ABI2	0.0720248383963066
ATF4	AKT2	0.0720240508005306
ARID2	ALCAM	0.0719990787485785
ARNT2	ASNS	0.071965953723521
ATF1	APRT	0.0719654588076641
ATF6	AQR	0.0719499985687705
ARID3A	ARHGAP32	0.0719355331953775
ATF2	AKR1A1	0.0718180383542582
AR	ATF7IP	0.0717433625666188
ATF1	AMD1	0.0716669564978908
ATF4	ADNP2	0.071531647618099
AR	AC005062.2	0.0713580145709019
BBX	ANAPC11	0.0713069616939411
ATF6	ARFGAP1	0.0711927170485096
ATF6	ARPP19	0.0711848311767439
ATF1	APP	0.0711668361909554
ATF2	ATG5	0.0710939090409841
BACH1	ADH5	0.0710219635907412
BBX	AMMECR1	0.070998610401011
ARID2	ASS1	0.0708889205932033
ATF1	ATAD5	0.0708759296521389
ATF6B	ALCAM	0.0708460954723274
ARID3A	B4GALT5	0.0708209585196144
ATF2	ATF7IP2	0.0707848771231754
ARID3A	ARL16	0.0707764918053611
ATF6	ACO1	0.0707624447619362
ATF6B	AFAP1L1	0.0707104390862333
BBX	ARPC5L	0.0706274697350519
ARID2	AREL1	0.070588923688578
ATF6B	AIG1	0.0705705000530653
ARID3A	ARL6IP6	0.0705232821454121
ARID2	AC005307.3	0.0704958917572345
ATF3	ACTL6A	0.0704854659115472
ARID3B	ACTR1B	0.0704352832498115
AR	AHCTF1	0.0703248877242006
ATF4	ANO10	0.0702777470806548
ATF4	ADAM22	0.0702485845894419
ATF2	ATXN2	0.0702266929363683
ARID3A	B3GNT2	0.0701760367171985
ATF1	ATP5SL	0.0701505690031715
ATF6	AC074363.1	0.0701484396895558
AR	AURKAIP1	0.0701392117249883
BACH1	APBA2	0.0701199018294066
ATF4	ANKRD54	0.0701087114978684
BBX	AGAP3	0.0700968040809183
ATF3	ATHL1	0.0700624008268412
ARID3B	ACTR3	0.0700412912535868
BACH1	ARHGEF7	0.0700290146115639
ATF1	ARL5A	0.0699841552829586
AR	APBA3	0.069974221452773
ATF1	AK2	0.0699610192981681
ATF3	ACADVL	0.0699019825274683
ARID3A	ARHGEF7	0.0698740639875624
ATF4	ARL1	0.069873394699206
ATF6B	ARHGEF7	0.0698290851283816
ARID3A	ADAMTS1	0.0697980572767499
ATF6	ARGLU1	0.0697433854617483
ATF6B	ANKRD13D	0.06971718973167
ARID2	AC011043.1	0.0697106970910539
ATF6B	ABHD8	0.0697046377357773
ARID2	ARL1	0.069683351464933
ATF4	BBS2	0.0695863289333869
ATF6B	ADK	0.0695619284144246
BACH1	ANP32E	0.0695615072172854
ATF6	ATG5	0.069542599210777
BBX	ATP2A2	0.0694920898481668
ARID2	ARRDC1	0.0694706059329585
ATF6	ADGRV1	0.0694349223433933
BACH1	ARL6IP5	0.0694273013758511
ATF4	ATG5	0.0694247027264052
ATF6B	ARAF	0.0694040874791184
AR	ATF4	0.0693753078789812
BACH1	AK4	0.0693180257468149
ATF4	ALG3	0.0693061255220471
ARID2	ADA	0.069300320390658
BBX	AATF	0.0692971343571199
ATF6B	AGAP1	0.0692543483727247
BACH1	AUP1	0.0692212125318313
BACH1	AHI1	0.069208967615236
ARID3A	ATG13	0.0691490896154688
BACH1	ATP11C	0.0691454735989078
ATF1	AP5M1	0.0691334429668977
ATF6B	ARRB2	0.0690926101515199
ATF6B	ATP6V1A	0.0690892357990446
ATF6	ADD3	0.0690523178274978
BACH1	AEBP1	0.069013136190373
AR	B3GAT1	0.0689331847503854
ATF6B	ABRACL	0.0689222772231765
ATF1	AKR1B1	0.0689128344854083
ATF6	AURKAIP1	0.0688762188768995
ATF4	ACTR1B	0.0688463785743093
BBX	ATP6V0E2	0.0687635455180344
ATF4	ANKRD13C	0.0687556952573507
ATF6B	ATP1B3	0.0687479755141751
ATF4	AP2A2	0.0687437710282806
ATF6B	B4GALT3	0.0687160062915585
ARNT2	ATP6V0E1	0.0686958172386667
ARID3B	AARS	0.0686583981443863
ATF1	AC004980.7	0.068433059352439
ATF4	ANKS6	0.0684181266803255
ATF6B	AMOTL1	0.0683828780347625
ATF6B	ATP5C1	0.068340128020827
ARNT2	BAZ1B	0.0682419879419671
ATF6	ANXA5	0.0681665923681661
BACH1	ATAD1	0.0681513061566934
ARID3A	AGPAT1	0.0681477179135533
ATF6	BBS4	0.0681280213145738
ATF4	AHCYL2	0.0680777062098947
ATF6B	AGFG1	0.0680649330165891
AR	ADAMTS19	0.0680534715053262
ATF1	ANGEL2	0.068005310008545
ATF6	AAMP	0.0679964547273357
ARNT2	ADSL	0.0679885710138784
ATF3	ALDH18A1	0.0679867747092304
BACH1	ADM	0.0679757352826295
ATF6B	AC141586.5	0.0678947307966976
ATF6B	ARMC9	0.0678592234156098
ATF4	BANP	0.0678101470240701
ARID3A	ADAR	0.0678101410919172
ARID2	ACD	0.0677963832355864
ATF3	ACTB	0.0677737705427101
ATF4	AARS	0.0677309047410955
ATF4	ACAA2	0.0676813210077766
BBX	ARMT1	0.067672894189878
ATF4	ATP2B1	0.067506585123761
ARID3B	ACTR1A	0.0674029708905142
ATF3	AR	0.0672487914346482
ARID2	AC007204.2	0.0672309756830312
ATF1	ANAPC7	0.0672060423217374
ARID3B	AK2	0.0671362403809439
ATF2	ARFGAP1	0.0671104475514152
ATF4	BBS9	0.0670960682416529
BBX	ABL2	0.0670573965260302
ATF1	B4GALT6	0.0670520818005532
ATF4	AKIRIN1	0.0670452825371026
ATF6B	B3GALNT2	0.0670126058582362
ATF4	ANO6	0.0669615020537631
ATF1	APOE	0.0668392476599036
BBX	AACS	0.066838212860466
ATF2	ABCE1	0.0667643954230319
ARID3B	ATP1B3	0.066682644890653
ARNT2	AKAP8L	0.0666780088093013
ATF3	AZIN1-AS1	0.0666548035567677
ATF6	BAZ1B	0.0666505730797561
ARID3A	ANOS1	0.0666484318132966
ATF4	ADSS	0.066488980284106
ARID2	ATG13	0.0664851968223115
BBX	ASB1	0.0664798090700762
AR	BAG4	0.0663237755157018
ATF4	ALKBH2	0.0663083231555163
ATF4	ADPRHL2	0.0663053629994109
BBX	ATP5G3	0.0662862550699001
ARID2	ADAR	0.0662539113819396
ATF4	ARHGEF4	0.0662234623537604
ARID3B	ALCAM	0.0660982224338771
BBX	ALG11	0.0660794320235213
ARID3A	AC005042.4	0.0660084776826013
AR	AZIN1-AS1	0.0659926097208733
ATF2	ATP2A2	0.0659500539137368
ATF6	ARAP3	0.0658971949159838
ATF4	ACP1	0.0658507933974593
BBX	ATP1A1	0.0655966614627293
ARID3B	AGPS	0.0655415570291412
ATF4	AREL1	0.0654771914220398
ATF6	ARL14EP	0.0654309154967171
ATF6	ATP6V1F	0.0654274971744925
ARID3A	ACTG1	0.0654204580570484
ARID3B	AGO1	0.0653398989725543
ATF6	BAMBI	0.0652902741919609
BBX	AZI2	0.0652827897813976
BBX	APBB2	0.0652721345479381
BACH1	AP2S1	0.0652199499730656
ATF6	ATRAID	0.0651679617720103
ATF6	AARS	0.0651268392989754
BBX	ANKRD50	0.0651214312049542
BBX	ARAP3	0.0650796942263293
ATF6B	ATXN7L1	0.065037491472647
ATF4	ATP6V1C1	0.0649668299143471
